Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Egypt, Arab Rep.",EGY,1976,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1975,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1974,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1973,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1972,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1971,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,1970,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,29.375
"Egypt, Arab Rep.",EGY,2015,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,22.36111
"Egypt, Arab Rep.",EGY,2015,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,2.43056
"Egypt, Arab Rep.",EGY,2014,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,14
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,12.8
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,14.8
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,37.4
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,7
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,7.9
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,19
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,25.5
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,31.5
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,40.4
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,24.1
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,29.4
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,39.8
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,35.7
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,39.3
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,50
"Egypt, Arab Rep.",EGY,2014,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,19.9
"Egypt, Arab Rep.",EGY,2008,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,21.7
"Egypt, Arab Rep.",EGY,2005,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,33.5
"Egypt, Arab Rep.",EGY,2022,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,17.17021728
"Egypt, Arab Rep.",EGY,2021,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,18.01786209
"Egypt, Arab Rep.",EGY,2020,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,19.08409064
"Egypt, Arab Rep.",EGY,2019,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,20.37358422
"Egypt, Arab Rep.",EGY,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,21.91043831
"Egypt, Arab Rep.",EGY,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,23.58826418
"Egypt, Arab Rep.",EGY,2016,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,25.48045778
"Egypt, Arab Rep.",EGY,2015,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,27.56312489
"Egypt, Arab Rep.",EGY,2014,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,29.79636654
"Egypt, Arab Rep.",EGY,2013,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,32.18214075
"Egypt, Arab Rep.",EGY,2012,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,34.67923467
"Egypt, Arab Rep.",EGY,2011,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,37.29295633
"Egypt, Arab Rep.",EGY,2010,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,40.0441147
"Egypt, Arab Rep.",EGY,2009,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,43.00120048
"Egypt, Arab Rep.",EGY,2008,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,46.2421113
"Egypt, Arab Rep.",EGY,2007,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,49.62199313
"Egypt, Arab Rep.",EGY,2006,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,53.06963329
"Egypt, Arab Rep.",EGY,2005,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,56.4420218
"Egypt, Arab Rep.",EGY,2004,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.45465323
"Egypt, Arab Rep.",EGY,2003,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,62.42897727
"Egypt, Arab Rep.",EGY,2002,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,65.33219761
"Egypt, Arab Rep.",EGY,2001,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,68.1678608
"Egypt, Arab Rep.",EGY,2000,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,70.84870849
"Egypt, Arab Rep.",EGY,1999,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,73.34315169
"Egypt, Arab Rep.",EGY,1998,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,75.88652482
"Egypt, Arab Rep.",EGY,1997,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,78.03837953
"Egypt, Arab Rep.",EGY,1996,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,80.0511509
"Egypt, Arab Rep.",EGY,1995,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,81.90184049
"Egypt, Arab Rep.",EGY,1994,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,83.7037037
"Egypt, Arab Rep.",EGY,1993,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,85.58558559
"Egypt, Arab Rep.",EGY,1992,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,86.95652174
"Egypt, Arab Rep.",EGY,1991,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,88.0794702
"Egypt, Arab Rep.",EGY,1990,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,89.43089431
"Egypt, Arab Rep.",EGY,2022,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2021,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2020,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2019,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2018,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2017,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2016,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2015,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2014,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2013,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2012,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2011,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2010,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2009,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2008,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2007,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2006,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2005,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2004,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2003,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2002,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2001,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2000,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1999,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1998,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1997,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1996,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1995,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1994,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1993,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1992,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1991,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,1990,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1
"Egypt, Arab Rep.",EGY,2022,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2021,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2020,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2019,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2018,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2017,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2016,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2015,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2014,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2013,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2012,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2011,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2010,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2009,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2008,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2007,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2006,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2005,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2004,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2003,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2002,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2001,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2000,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1999,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1998,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1997,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1996,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1995,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1994,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1993,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1992,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1991,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,1990,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1
"Egypt, Arab Rep.",EGY,2023,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2223
"Egypt, Arab Rep.",EGY,2022,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1557
"Egypt, Arab Rep.",EGY,2021,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,894
"Egypt, Arab Rep.",EGY,2020,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1142
"Egypt, Arab Rep.",EGY,2019,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1837
"Egypt, Arab Rep.",EGY,2018,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1654
"Egypt, Arab Rep.",EGY,2017,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1405
"Egypt, Arab Rep.",EGY,2016,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1303
"Egypt, Arab Rep.",EGY,2015,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1152
"Egypt, Arab Rep.",EGY,2014,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1083
"Egypt, Arab Rep.",EGY,2013,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1012
"Egypt, Arab Rep.",EGY,2012,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,979
"Egypt, Arab Rep.",EGY,2011,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,948
"Egypt, Arab Rep.",EGY,2010,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,897
"Egypt, Arab Rep.",EGY,2009,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,864
"Egypt, Arab Rep.",EGY,2008,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,827
"Egypt, Arab Rep.",EGY,2007,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,791
"Egypt, Arab Rep.",EGY,2006,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,762
"Egypt, Arab Rep.",EGY,2005,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,727
"Egypt, Arab Rep.",EGY,2004,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,691
"Egypt, Arab Rep.",EGY,2003,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,648
"Egypt, Arab Rep.",EGY,2002,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,611
"Egypt, Arab Rep.",EGY,2001,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,575
"Egypt, Arab Rep.",EGY,2000,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,536
"Egypt, Arab Rep.",EGY,1999,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,491
"Egypt, Arab Rep.",EGY,1998,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,451
"Egypt, Arab Rep.",EGY,1997,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,418
"Egypt, Arab Rep.",EGY,1996,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,383
"Egypt, Arab Rep.",EGY,1995,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,348
"Egypt, Arab Rep.",EGY,1994,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,313
"Egypt, Arab Rep.",EGY,1993,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,282
"Egypt, Arab Rep.",EGY,1992,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,251
"Egypt, Arab Rep.",EGY,1991,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,225
"Egypt, Arab Rep.",EGY,1990,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,203
"Egypt, Arab Rep.",EGY,1989,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,182
"Egypt, Arab Rep.",EGY,1988,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,165
"Egypt, Arab Rep.",EGY,1987,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,154
"Egypt, Arab Rep.",EGY,1986,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,144
"Egypt, Arab Rep.",EGY,1985,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,136
"Egypt, Arab Rep.",EGY,2023,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.044977066
"Egypt, Arab Rep.",EGY,2022,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.064213346
"Egypt, Arab Rep.",EGY,2021,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.111845062
"Egypt, Arab Rep.",EGY,2020,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.087544998
"Egypt, Arab Rep.",EGY,2019,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.054440386
"Egypt, Arab Rep.",EGY,2018,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.060447838
"Egypt, Arab Rep.",EGY,2017,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.071152575
"Egypt, Arab Rep.",EGY,2016,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.076751614
"Egypt, Arab Rep.",EGY,2015,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.086824666
"Egypt, Arab Rep.",EGY,2014,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.092301667
"Egypt, Arab Rep.",EGY,2013,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.098767053
"Egypt, Arab Rep.",EGY,2012,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.102145371
"Egypt, Arab Rep.",EGY,2011,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.10546626
"Egypt, Arab Rep.",EGY,2010,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.111432213
"Egypt, Arab Rep.",EGY,2009,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.115776694
"Egypt, Arab Rep.",EGY,2008,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.120946778
"Egypt, Arab Rep.",EGY,2007,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.126379692
"Egypt, Arab Rep.",EGY,2006,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.131204636
"Egypt, Arab Rep.",EGY,2005,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.137613428
"Egypt, Arab Rep.",EGY,2004,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.144736837
"Egypt, Arab Rep.",EGY,2003,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.15420846
"Egypt, Arab Rep.",EGY,2002,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.163615711
"Egypt, Arab Rep.",EGY,2001,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.173973101
"Egypt, Arab Rep.",EGY,2000,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.186421884
"Egypt, Arab Rep.",EGY,1999,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.203629106
"Egypt, Arab Rep.",EGY,1998,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.221824232
"Egypt, Arab Rep.",EGY,1997,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.239330027
"Egypt, Arab Rep.",EGY,1996,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.260924298
"Egypt, Arab Rep.",EGY,1995,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.287519484
"Egypt, Arab Rep.",EGY,1994,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.319117978
"Egypt, Arab Rep.",EGY,1993,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.354604271
"Egypt, Arab Rep.",EGY,1992,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.39768539
"Egypt, Arab Rep.",EGY,1991,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.445140045
"Egypt, Arab Rep.",EGY,1990,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.493254602
"Egypt, Arab Rep.",EGY,1989,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.550899839
"Egypt, Arab Rep.",EGY,1988,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.60435687
"Egypt, Arab Rep.",EGY,1987,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.648563311
"Egypt, Arab Rep.",EGY,1986,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.692057243
"Egypt, Arab Rep.",EGY,1985,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.736931496
"Egypt, Arab Rep.",EGY,2022,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.4
"Egypt, Arab Rep.",EGY,2021,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.4
"Egypt, Arab Rep.",EGY,2020,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.4
"Egypt, Arab Rep.",EGY,2015,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.5
"Egypt, Arab Rep.",EGY,2010,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.6
"Egypt, Arab Rep.",EGY,2007,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.7
"Egypt, Arab Rep.",EGY,2005,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.7
"Egypt, Arab Rep.",EGY,2000,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,0.9
"Egypt, Arab Rep.",EGY,2022,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,49.1
"Egypt, Arab Rep.",EGY,2021,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,48.6
"Egypt, Arab Rep.",EGY,2020,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,48
"Egypt, Arab Rep.",EGY,2015,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,45.1
"Egypt, Arab Rep.",EGY,2010,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,42.6
"Egypt, Arab Rep.",EGY,2007,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,41.3
"Egypt, Arab Rep.",EGY,2005,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,40.4
"Egypt, Arab Rep.",EGY,2000,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,38
"Egypt, Arab Rep.",EGY,2014,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,90.3
"Egypt, Arab Rep.",EGY,2008,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,73.6
"Egypt, Arab Rep.",EGY,2005,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,69.6
"Egypt, Arab Rep.",EGY,2003,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,68.7
